Name;State;Region;Ano;IDHM;"IDHM Educacao";"IDHM Longividade";"IDHM Renda"
Caiçara;"Rio Grande do Sul";Sul;2010;0.699;0.580;0.817;0.721
Camaquã;"Rio Grande do Sul";Sul;1991;0.469;0.240;0.689;0.624
Camaquã;"Rio Grande do Sul";Sul;2000;0.609;0.423;0.793;0.673
Camaquã;"Rio Grande do Sul";Sul;2010;0.697;0.578;0.819;0.715
Camargo;"Rio Grande do Sul";Sul;1991;0.457;0.203;0.751;0.626
Camargo;"Rio Grande do Sul";Sul;2000;0.661;0.530;0.791;0.690
Camargo;"Rio Grande do Sul";Sul;2010;0.736;0.612;0.854;0.762
"Cambará do Sul";"Rio Grande do Sul";Sul;1991;0.476;0.260;0.706;0.586
"Cambará do Sul";"Rio Grande do Sul";Sul;2000;0.564;0.360;0.788;0.633
"Cambará do Sul";"Rio Grande do Sul";Sul;2010;0.697;0.574;0.838;0.705
"Campestre da Serra";"Rio Grande do Sul";Sul;1991;0.436;0.186;0.765;0.584
"Campestre da Serra";"Rio Grande do Sul";Sul;2000;0.622;0.430;0.866;0.647
"Campestre da Serra";"Rio Grande do Sul";Sul;2010;0.706;0.557;0.886;0.713
"Campina das Missões";"Rio Grande do Sul";Sul;1991;0.515;0.369;0.706;0.524
"Campina das Missões";"Rio Grande do Sul";Sul;2000;0.607;0.484;0.781;0.591
"Campina das Missões";"Rio Grande do Sul";Sul;2010;0.738;0.677;0.849;0.698
"Campinas do Sul";"Rio Grande do Sul";Sul;1991;0.528;0.320;0.727;0.632
"Campinas do Sul";"Rio Grande do Sul";Sul;2000;0.665;0.545;0.796;0.678
"Campinas do Sul";"Rio Grande do Sul";Sul;2010;0.760;0.691;0.842;0.753
"Campo Bom";"Rio Grande do Sul";Sul;1991;0.517;0.270;0.772;0.663
"Campo Bom";"Rio Grande do Sul";Sul;2000;0.669;0.504;0.818;0.725
"Campo Bom";"Rio Grande do Sul";Sul;2010;0.745;0.643;0.852;0.755
"Campo Novo";"Rio Grande do Sul";Sul;1991;0.477;0.288;0.684;0.550
"Campo Novo";"Rio Grande do Sul";Sul;2000;0.568;0.393;0.773;0.604
"Campo Novo";"Rio Grande do Sul";Sul;2010;0.703;0.593;0.866;0.677
"Campos Borges";"Rio Grande do Sul";Sul;1991;0.428;0.212;0.714;0.518
"Campos Borges";"Rio Grande do Sul";Sul;2000;0.560;0.364;0.751;0.641
"Campos Borges";"Rio Grande do Sul";Sul;2010;0.708;0.616;0.819;0.704
Candelária;"Rio Grande do Sul";Sul;1991;0.428;0.196;0.700;0.571
Candelária;"Rio Grande do Sul";Sul;2000;0.561;0.355;0.794;0.627
Candelária;"Rio Grande do Sul";Sul;2010;0.674;0.521;0.842;0.699
"Cândido Godói";"Rio Grande do Sul";Sul;1991;0.491;0.294;0.760;0.531
"Cândido Godói";"Rio Grande do Sul";Sul;2000;0.647;0.518;0.843;0.621
"Cândido Godói";"Rio Grande do Sul";Sul;2010;0.728;0.627;0.853;0.720
Candiota;"Rio Grande do Sul";Sul;1991;0.502;0.274;0.753;0.612
Candiota;"Rio Grande do Sul";Sul;2000;0.622;0.461;0.792;0.660
Candiota;"Rio Grande do Sul";Sul;2010;0.698;0.562;0.860;0.704
Canela;"Rio Grande do Sul";Sul;1991;0.494;0.253;0.750;0.634
Canela;"Rio Grande do Sul";Sul;2000;0.638;0.472;0.788;0.697
Canela;"Rio Grande do Sul";Sul;2010;0.748;0.667;0.849;0.738
Canguçu;"Rio Grande do Sul";Sul;1991;0.381;0.144;0.693;0.555
Canguçu;"Rio Grande do Sul";Sul;2000;0.516;0.294;0.772;0.607
Canguçu;"Rio Grande do Sul";Sul;2010;0.650;0.491;0.819;0.683
Canoas;"Rio Grande do Sul";Sul;1991;0.556;0.349;0.733;0.671
Canoas;"Rio Grande do Sul";Sul;2000;0.665;0.500;0.818;0.719
Canoas;"Rio Grande do Sul";Sul;2010;0.750;0.636;0.864;0.768
"Canudos do Vale";"Rio Grande do Sul";Sul;1991;0.391;0.142;0.758;0.554
"Canudos do Vale";"Rio Grande do Sul";Sul;2000;0.556;0.343;0.816;0.615
"Canudos do Vale";"Rio Grande do Sul";Sul;2010;0.713;0.574;0.840;0.751
"Capão Bonito do Sul";"Rio Grande do Sul";Sul;1991;0.442;0.257;0.650;0.518
"Capão Bonito do Sul";"Rio Grande do Sul";Sul;2000;0.531;0.323;0.724;0.640
"Capão Bonito do Sul";"Rio Grande do Sul";Sul;2010;0.637;0.507;0.779;0.654
"Capão da Canoa";"Rio Grande do Sul";Sul;1991;0.526;0.307;0.744;0.638
"Capão da Canoa";"Rio Grande do Sul";Sul;2000;0.639;0.454;0.822;0.698
"Capão da Canoa";"Rio Grande do Sul";Sul;2010;0.743;0.637;0.852;0.756
"Capão do Cipó";"Rio Grande do Sul";Sul;1991;0.383;0.131;0.766;0.559
"Capão do Cipó";"Rio Grande do Sul";Sul;2000;0.561;0.354;0.835;0.597
"Capão do Cipó";"Rio Grande do Sul";Sul;2010;0.672;0.552;0.860;0.639
"Capão do Leão";"Rio Grande do Sul";Sul;1991;0.413;0.183;0.711;0.542
"Capão do Leão";"Rio Grande do Sul";Sul;2000;0.542;0.348;0.753;0.607
"Capão do Leão";"Rio Grande do Sul";Sul;2010;0.637;0.480;0.814;0.662
"Capivari do Sul";"Rio Grande do Sul";Sul;1991;0.511;0.268;0.763;0.651
"Capivari do Sul";"Rio Grande do Sul";Sul;2000;0.658;0.474;0.807;0.745
"Capivari do Sul";"Rio Grande do Sul";Sul;2010;0.766;0.668;0.836;0.805
"Capela de Santana";"Rio Grande do Sul";Sul;1991;0.416;0.175;0.699;0.588
"Capela de Santana";"Rio Grande do Sul";Sul;2000;0.534;0.311;0.792;0.619
"Capela de Santana";"Rio Grande do Sul";Sul;2010;0.661;0.525;0.816;0.675
Capitão;"Rio Grande do Sul";Sul;1991;0.398;0.157;0.707;0.570
Capitão;"Rio Grande do Sul";Sul;2000;0.614;0.433;0.791;0.676
Capitão;"Rio Grande do Sul";Sul;2010;0.746;0.661;0.842;0.747
Carazinho;"Rio Grande do Sul";Sul;1991;0.562;0.390;0.703;0.649
Carazinho;"Rio Grande do Sul";Sul;2000;0.678;0.583;0.764;0.701
Carazinho;"Rio Grande do Sul";Sul;2010;0.766;0.707;0.840;0.756
Caraá;"Rio Grande do Sul";Sul;1991;0.370;0.135;0.720;0.523
Caraá;"Rio Grande do Sul";Sul;2000;0.508;0.292;0.776;0.578
Caraá;"Rio Grande do Sul";Sul;2010;0.652;0.505;0.830;0.661
"Carlos Barbosa";"Rio Grande do Sul";Sul;1991;0.553;0.332;0.742;0.688
"Carlos Barbosa";"Rio Grande do Sul";Sul;2000;0.724;0.612;0.820;0.756
"Carlos Barbosa";"Rio Grande do Sul";Sul;2010;0.796;0.724;0.835;0.835
"Carlos Gomes";"Rio Grande do Sul";Sul;1991;0.423;0.169;0.746;0.600
"Carlos Gomes";"Rio Grande do Sul";Sul;2000;0.596;0.404;0.793;0.662
"Carlos Gomes";"Rio Grande do Sul";Sul;2010;0.739;0.622;0.886;0.732
Casca;"Rio Grande do Sul";Sul;1991;0.531;0.324;0.750;0.617
Casca;"Rio Grande do Sul";Sul;2000;0.688;0.545;0.812;0.735
Casca;"Rio Grande do Sul";Sul;2010;0.785;0.733;0.847;0.778
Caseiros;"Rio Grande do Sul";Sul;1991;0.415;0.192;0.688;0.541
Caseiros;"Rio Grande do Sul";Sul;2000;0.590;0.452;0.750;0.605
Caseiros;"Rio Grande do Sul";Sul;2010;0.703;0.600;0.833;0.696
Catuípe;"Rio Grande do Sul";Sul;1991;0.542;0.332;0.754;0.636
Catuípe;"Rio Grande do Sul";Sul;2000;0.635;0.459;0.835;0.667
Catuípe;"Rio Grande do Sul";Sul;2010;0.739;0.627;0.842;0.763
"Caxias do Sul";"Rio Grande do Sul";Sul;1991;0.594;0.381;0.756;0.728
"Caxias do Sul";"Rio Grande do Sul";Sul;2000;0.705;0.556;0.817;0.771
"Caxias do Sul";"Rio Grande do Sul";Sul;2010;0.782;0.686;0.860;0.812
Centenário;"Rio Grande do Sul";Sul;1991;0.390;0.138;0.754;0.572
Centenário;"Rio Grande do Sul";Sul;2000;0.545;0.367;0.793;0.555
Centenário;"Rio Grande do Sul";Sul;2010;0.701;0.569;0.856;0.707
Cerrito;"Rio Grande do Sul";Sul;1991;0.415;0.181;0.693;0.569
Cerrito;"Rio Grande do Sul";Sul;2000;0.574;0.413;0.764;0.598
Cerrito;"Rio Grande do Sul";Sul;2010;0.649;0.504;0.824;0.657
"Cerro Branco";"Rio Grande do Sul";Sul;1991;0.420;0.200;0.696;0.534
"Cerro Branco";"Rio Grande do Sul";Sul;2000;0.544;0.339;0.756;0.628
"Cerro Branco";"Rio Grande do Sul";Sul;2010;0.661;0.527;0.816;0.671
"Cerro Grande";"Rio Grande do Sul";Sul;1991;0.388;0.190;0.669;0.458
"Cerro Grande";"Rio Grande do Sul";Sul;2000;0.557;0.430;0.706;0.569
"Cerro Grande";"Rio Grande do Sul";Sul;2010;0.674;0.563;0.803;0.676
"Cerro Grande do Sul";"Rio Grande do Sul";Sul;1991;0.371;0.122;0.701;0.599
"Cerro Grande do Sul";"Rio Grande do Sul";Sul;2000;0.513;0.289;0.787;0.595
"Cerro Grande do Sul";"Rio Grande do Sul";Sul;2010;0.660;0.499;0.855;0.673
"Cerro Largo";"Rio Grande do Sul";Sul;1991;0.541;0.356;0.767;0.581
"Cerro Largo";"Rio Grande do Sul";Sul;2000;0.664;0.542;0.818;0.661
"Cerro Largo";"Rio Grande do Sul";Sul;2010;0.764;0.698;0.849;0.752
Chapada;"Rio Grande do Sul";Sul;1991;0.490;0.272;0.720;0.602
Chapada;"Rio Grande do Sul";Sul;2000;0.642;0.521;0.769;0.659
Chapada;"Rio Grande do Sul";Sul;2010;0.757;0.679;0.849;0.752
Charqueadas;"Rio Grande do Sul";Sul;1991;0.551;0.357;0.765;0.613
Charqueadas;"Rio Grande do Sul";Sul;2000;0.649;0.503;0.808;0.673
Charqueadas;"Rio Grande do Sul";Sul;2010;0.747;0.659;0.870;0.726
Charrua;"Rio Grande do Sul";Sul;1991;0.375;0.130;0.765;0.532
Charrua;"Rio Grande do Sul";Sul;2000;0.501;0.249;0.858;0.588
Charrua;"Rio Grande do Sul";Sul;2010;0.620;0.385;0.885;0.699
Chiapetta;"Rio Grande do Sul";Sul;1991;0.496;0.289;0.720;0.585
Chiapetta;"Rio Grande do Sul";Sul;2000;0.606;0.458;0.801;0.607
Chiapetta;"Rio Grande do Sul";Sul;2010;0.732;0.657;0.850;0.702
Chuí;"Rio Grande do Sul";Sul;1991;0.539;0.318;0.691;0.712
Chuí;"Rio Grande do Sul";Sul;2000;0.654;0.523;0.763;0.700
Chuí;"Rio Grande do Sul";Sul;2010;0.706;0.658;0.792;0.676
Chuvisca;"Rio Grande do Sul";Sul;1991;0.296;0.066;0.713;0.550
Chuvisca;"Rio Grande do Sul";Sul;2000;0.481;0.218;0.776;0.657
Chuvisca;"Rio Grande do Sul";Sul;2010;0.616;0.437;0.818;0.655
Cidreira;"Rio Grande do Sul";Sul;1991;0.466;0.231;0.706;0.621
Cidreira;"Rio Grande do Sul";Sul;2000;0.640;0.481;0.790;0.691
Cidreira;"Rio Grande do Sul";Sul;2010;0.729;0.625;0.848;0.730
Ciríaco;"Rio Grande do Sul";Sul;1991;0.446;0.230;0.700;0.550
Ciríaco;"Rio Grande do Sul";Sul;2000;0.595;0.414;0.769;0.662
Ciríaco;"Rio Grande do Sul";Sul;2010;0.719;0.600;0.855;0.724
Colinas;"Rio Grande do Sul";Sul;1991;0.535;0.331;0.747;0.619
Colinas;"Rio Grande do Sul";Sul;2000;0.625;0.442;0.813;0.681
Colinas;"Rio Grande do Sul";Sul;2010;0.765;0.678;0.840;0.786
Colorado;"Rio Grande do Sul";Sul;1991;0.548;0.317;0.727;0.713
Colorado;"Rio Grande do Sul";Sul;2000;0.665;0.484;0.818;0.743
Colorado;"Rio Grande do Sul";Sul;2010;0.758;0.674;0.835;0.775
Condor;"Rio Grande do Sul";Sul;1991;0.473;0.242;0.754;0.580
Condor;"Rio Grande do Sul";Sul;2000;0.609;0.436;0.792;0.654
Condor;"Rio Grande do Sul";Sul;2010;0.747;0.666;0.852;0.735
Constantina;"Rio Grande do Sul";Sul;1991;0.488;0.272;0.746;0.572
Constantina;"Rio Grande do Sul";Sul;2000;0.630;0.461;0.830;0.653
Constantina;"Rio Grande do Sul";Sul;2010;0.754;0.668;0.885;0.726
"Coqueiro Baixo";"Rio Grande do Sul";Sul;1991;0.385;0.131;0.758;0.573
"Coqueiro Baixo";"Rio Grande do Sul";Sul;2000;0.582;0.363;0.852;0.636
"Coqueiro Baixo";"Rio Grande do Sul";Sul;2010;0.692;0.532;0.886;0.703
"Coqueiros do Sul";"Rio Grande do Sul";Sul;1991;0.422;0.210;0.705;0.508
"Coqueiros do Sul";"Rio Grande do Sul";Sul;2000;0.601;0.463;0.768;0.611
"Coqueiros do Sul";"Rio Grande do Sul";Sul;2010;0.746;0.614;0.840;0.806
"Coronel Barros";"Rio Grande do Sul";Sul;1991;0.451;0.213;0.762;0.565
"Coronel Barros";"Rio Grande do Sul";Sul;2000;0.612;0.441;0.811;0.642
"Coronel Barros";"Rio Grande do Sul";Sul;2010;0.744;0.610;0.852;0.793
"Coronel Bicaco";"Rio Grande do Sul";Sul;1991;0.445;0.226;0.716;0.543
"Coronel Bicaco";"Rio Grande do Sul";Sul;2000;0.579;0.400;0.777;0.624
"Coronel Bicaco";"Rio Grande do Sul";Sul;2010;0.665;0.550;0.803;0.667
"Coronel Pilar";"Rio Grande do Sul";Sul;1991;0.519;0.321;0.733;0.595
"Coronel Pilar";"Rio Grande do Sul";Sul;2000;0.602;0.377;0.820;0.707
"Coronel Pilar";"Rio Grande do Sul";Sul;2010;0.727;0.600;0.835;0.766
Cotiporã;"Rio Grande do Sul";Sul;1991;0.505;0.275;0.733;0.639
Cotiporã;"Rio Grande do Sul";Sul;2000;0.645;0.466;0.820;0.702
Cotiporã;"Rio Grande do Sul";Sul;2010;0.741;0.636;0.835;0.767
Coxilha;"Rio Grande do Sul";Sul;1991;0.415;0.171;0.750;0.558
Coxilha;"Rio Grande do Sul";Sul;2000;0.594;0.435;0.789;0.610
Coxilha;"Rio Grande do Sul";Sul;2010;0.706;0.586;0.866;0.693
Crissiumal;"Rio Grande do Sul";Sul;1991;0.469;0.250;0.727;0.568
Crissiumal;"Rio Grande do Sul";Sul;2000;0.589;0.433;0.773;0.610
Crissiumal;"Rio Grande do Sul";Sul;2010;0.712;0.616;0.835;0.702
Cristal;"Rio Grande do Sul";Sul;1991;0.433;0.176;0.719;0.641
Cristal;"Rio Grande do Sul";Sul;2000;0.537;0.336;0.751;0.613
Cristal;"Rio Grande do Sul";Sul;2010;0.644;0.471;0.826;0.687
"Cristal do Sul";"Rio Grande do Sul";Sul;1991;0.315;0.124;0.681;0.371
"Cristal do Sul";"Rio Grande do Sul";Sul;2000;0.516;0.362;0.775;0.489
"Cristal do Sul";"Rio Grande do Sul";Sul;2010;0.660;0.542;0.826;0.641
"Cruz Alta";"Rio Grande do Sul";Sul;1991;0.559;0.368;0.727;0.653
"Cruz Alta";"Rio Grande do Sul";Sul;2000;0.679;0.541;0.810;0.714
"Cruz Alta";"Rio Grande do Sul";Sul;2010;0.750;0.653;0.858;0.754
Cruzaltense;"Rio Grande do Sul";Sul;1991;0.356;0.130;0.710;0.489
Cruzaltense;"Rio Grande do Sul";Sul;2000;0.582;0.397;0.792;0.626
Cruzaltense;"Rio Grande do Sul";Sul;2010;0.719;0.605;0.849;0.724
"Cruzeiro do Sul";"Rio Grande do Sul";Sul;1991;0.506;0.289;0.733;0.610
"Cruzeiro do Sul";"Rio Grande do Sul";Sul;2000;0.637;0.474;0.804;0.679
"Cruzeiro do Sul";"Rio Grande do Sul";Sul;2010;0.723;0.607;0.833;0.746
"David Canabarro";"Rio Grande do Sul";Sul;1991;0.499;0.291;0.750;0.571
"David Canabarro";"Rio Grande do Sul";Sul;2000;0.629;0.473;0.787;0.670
"David Canabarro";"Rio Grande do Sul";Sul;2010;0.762;0.688;0.870;0.740
Derrubadas;"Rio Grande do Sul";Sul;1991;0.361;0.152;0.710;0.436
Derrubadas;"Rio Grande do Sul";Sul;2000;0.573;0.409;0.751;0.613
Derrubadas;"Rio Grande do Sul";Sul;2010;0.707;0.628;0.846;0.664
"Dezesseis de Novembro";"Rio Grande do Sul";Sul;1991;0.408;0.208;0.689;0.474
"Dezesseis de Novembro";"Rio Grande do Sul";Sul;2000;0.529;0.356;0.774;0.536
"Dezesseis de Novembro";"Rio Grande do Sul";Sul;2010;0.654;0.553;0.809;0.625
"Dilermando de Aguiar";"Rio Grande do Sul";Sul;1991;0.411;0.169;0.750;0.548
"Dilermando de Aguiar";"Rio Grande do Sul";Sul;2000;0.558;0.359;0.792;0.611
"Dilermando de Aguiar";"Rio Grande do Sul";Sul;2010;0.648;0.463;0.864;0.681
"Dois Irmãos";"Rio Grande do Sul";Sul;1991;0.535;0.306;0.747;0.669
"Dois Irmãos";"Rio Grande do Sul";Sul;2000;0.676;0.522;0.830;0.712
"Dois Irmãos";"Rio Grande do Sul";Sul;2010;0.743;0.633;0.848;0.763
"Dois Irmãos das Missões";"Rio Grande do Sul";Sul;1991;0.363;0.133;0.653;0.549
"Dois Irmãos das Missões";"Rio Grande do Sul";Sul;2000;0.559;0.423;0.703;0.588
"Dois Irmãos das Missões";"Rio Grande do Sul";Sul;2010;0.670;0.585;0.797;0.646
"Dois Lajeados";"Rio Grande do Sul";Sul;1991;0.513;0.252;0.767;0.698
"Dois Lajeados";"Rio Grande do Sul";Sul;2000;0.694;0.552;0.821;0.736
"Dois Lajeados";"Rio Grande do Sul";Sul;2010;0.757;0.670;0.837;0.775
"Dom Feliciano";"Rio Grande do Sul";Sul;1991;0.318;0.088;0.669;0.544
"Dom Feliciano";"Rio Grande do Sul";Sul;2000;0.470;0.225;0.760;0.608
"Dom Feliciano";"Rio Grande do Sul";Sul;2010;0.587;0.390;0.818;0.633
"Dom Pedro de Alcântara";"Rio Grande do Sul";Sul;1991;0.395;0.167;0.715;0.515
"Dom Pedro de Alcântara";"Rio Grande do Sul";Sul;2000;0.572;0.409;0.757;0.603
"Dom Pedro de Alcântara";"Rio Grande do Sul";Sul;2010;0.691;0.577;0.820;0.697
"Dom Pedrito";"Rio Grande do Sul";Sul;1991;0.515;0.337;0.662;0.611
"Dom Pedrito";"Rio Grande do Sul";Sul;2000;0.621;0.463;0.761;0.680
"Dom Pedrito";"Rio Grande do Sul";Sul;2010;0.708;0.585;0.848;0.715
"Dona Francisca";"Rio Grande do Sul";Sul;1991;0.479;0.253;0.701;0.618
"Dona Francisca";"Rio Grande do Sul";Sul;2000;0.605;0.445;0.753;0.661
"Dona Francisca";"Rio Grande do Sul";Sul;2010;0.697;0.568;0.831;0.718
"Doutor Maurício Cardoso";"Rio Grande do Sul";Sul;1991;0.482;0.283;0.721;0.549
"Doutor Maurício Cardoso";"Rio Grande do Sul";Sul;2000;0.650;0.570;0.790;0.611
"Doutor Maurício Cardoso";"Rio Grande do Sul";Sul;2010;0.706;0.593;0.840;0.707
"Doutor Ricardo";"Rio Grande do Sul";Sul;1991;0.405;0.165;0.721;0.557
"Doutor Ricardo";"Rio Grande do Sul";Sul;2000;0.575;0.376;0.770;0.657
"Doutor Ricardo";"Rio Grande do Sul";Sul;2010;0.724;0.593;0.855;0.749
"Eldorado do Sul";"Rio Grande do Sul";Sul;1991;0.480;0.252;0.710;0.619
"Eldorado do Sul";"Rio Grande do Sul";Sul;2000;0.620;0.469;0.756;0.673
"Eldorado do Sul";"Rio Grande do Sul";Sul;2010;0.717;0.609;0.844;0.717
Encantado;"Rio Grande do Sul";Sul;1991;0.603;0.413;0.772;0.688
Encantado;"Rio Grande do Sul";Sul;2000;0.700;0.561;0.852;0.719
Encantado;"Rio Grande do Sul";Sul;2010;0.767;0.687;0.858;0.764
"Encruzilhada do Sul";"Rio Grande do Sul";Sul;1991;0.431;0.199;0.694;0.578
"Encruzilhada do Sul";"Rio Grande do Sul";Sul;2000;0.551;0.332;0.784;0.641
"Encruzilhada do Sul";"Rio Grande do Sul";Sul;2010;0.657;0.478;0.875;0.677
"Engenho Velho";"Rio Grande do Sul";Sul;1991;0.353;0.122;0.674;0.536
"Engenho Velho";"Rio Grande do Sul";Sul;2000;0.533;0.340;0.748;0.595
"Engenho Velho";"Rio Grande do Sul";Sul;2010;0.717;0.611;0.821;0.735
Entre-Ijuís;"Rio Grande do Sul";Sul;1991;0.473;0.253;0.745;0.561
Entre-Ijuís;"Rio Grande do Sul";Sul;2000;0.589;0.440;0.782;0.593
Entre-Ijuís;"Rio Grande do Sul";Sul;2010;0.680;0.548;0.829;0.692
"Entre Rios do Sul";"Rio Grande do Sul";Sul;1991;0.382;0.143;0.710;0.548
"Entre Rios do Sul";"Rio Grande do Sul";Sul;2000;0.595;0.415;0.766;0.663
"Entre Rios do Sul";"Rio Grande do Sul";Sul;2010;0.703;0.572;0.857;0.709
Erebango;"Rio Grande do Sul";Sul;1991;0.459;0.235;0.737;0.557
Erebango;"Rio Grande do Sul";Sul;2000;0.606;0.465;0.790;0.606
Erebango;"Rio Grande do Sul";Sul;2010;0.712;0.626;0.837;0.689
Erechim;"Rio Grande do Sul";Sul;1991;0.578;0.378;0.746;0.686
Erechim;"Rio Grande do Sul";Sul;2000;0.696;0.570;0.820;0.720
Erechim;"Rio Grande do Sul";Sul;2010;0.776;0.716;0.833;0.782
Ernestina;"Rio Grande do Sul";Sul;1991;0.475;0.266;0.727;0.555
Ernestina;"Rio Grande do Sul";Sul;2000;0.642;0.507;0.779;0.671
Ernestina;"Rio Grande do Sul";Sul;2010;0.716;0.612;0.854;0.703
Herval;"Rio Grande do Sul";Sul;1991;0.443;0.209;0.720;0.577
Herval;"Rio Grande do Sul";Sul;2000;0.548;0.348;0.763;0.620
Herval;"Rio Grande do Sul";Sul;2010;0.687;0.527;0.843;0.730
"Erval Grande";"Rio Grande do Sul";Sul;1991;0.338;0.095;0.765;0.531
"Erval Grande";"Rio Grande do Sul";Sul;2000;0.560;0.335;0.858;0.612
"Erval Grande";"Rio Grande do Sul";Sul;2010;0.681;0.501;0.885;0.713
"Erval Seco";"Rio Grande do Sul";Sul;1991;0.434;0.223;0.721;0.509
"Erval Seco";"Rio Grande do Sul";Sul;2000;0.538;0.360;0.757;0.571
"Erval Seco";"Rio Grande do Sul";Sul;2010;0.685;0.589;0.821;0.666
Esmeralda;"Rio Grande do Sul";Sul;1991;0.478;0.257;0.748;0.569
Esmeralda;"Rio Grande do Sul";Sul;2000;0.538;0.314;0.785;0.631
Esmeralda;"Rio Grande do Sul";Sul;2010;0.680;0.569;0.827;0.669
"Esperança do Sul";"Rio Grande do Sul";Sul;1991;0.398;0.198;0.651;0.490
"Esperança do Sul";"Rio Grande do Sul";Sul;2000;0.498;0.312;0.751;0.526
"Esperança do Sul";"Rio Grande do Sul";Sul;2010;0.661;0.550;0.788;0.665
Espumoso;"Rio Grande do Sul";Sul;1991;0.519;0.289;0.760;0.636
Espumoso;"Rio Grande do Sul";Sul;2000;0.653;0.499;0.824;0.678
Espumoso;"Rio Grande do Sul";Sul;2010;0.765;0.677;0.884;0.747
Estação;"Rio Grande do Sul";Sul;1991;0.534;0.340;0.748;0.600
Estação;"Rio Grande do Sul";Sul;2000;0.662;0.558;0.784;0.663
Estação;"Rio Grande do Sul";Sul;2010;0.753;0.674;0.843;0.752
"Estância Velha";"Rio Grande do Sul";Sul;1991;0.537;0.301;0.760;0.676
"Estância Velha";"Rio Grande do Sul";Sul;2000;0.674;0.510;0.852;0.706
"Estância Velha";"Rio Grande do Sul";Sul;2010;0.757;0.652;0.887;0.749
Esteio;"Rio Grande do Sul";Sul;1991;0.589;0.409;0.742;0.675
Esteio;"Rio Grande do Sul";Sul;2000;0.693;0.560;0.821;0.725
Esteio;"Rio Grande do Sul";Sul;2010;0.754;0.662;0.843;0.769
Estrela;"Rio Grande do Sul";Sul;1991;0.564;0.361;0.751;0.662
Estrela;"Rio Grande do Sul";Sul;2000;0.676;0.531;0.824;0.707
Estrela;"Rio Grande do Sul";Sul;2010;0.767;0.684;0.850;0.776
"Estrela Velha";"Rio Grande do Sul";Sul;1991;0.374;0.152;0.705;0.489
"Estrela Velha";"Rio Grande do Sul";Sul;2000;0.535;0.306;0.786;0.638
"Estrela Velha";"Rio Grande do Sul";Sul;2010;0.679;0.560;0.792;0.707
"Eugênio de Castro";"Rio Grande do Sul";Sul;1991;0.469;0.241;0.760;0.563
"Eugênio de Castro";"Rio Grande do Sul";Sul;2000;0.621;0.446;0.854;0.629
"Eugênio de Castro";"Rio Grande do Sul";Sul;2010;0.712;0.584;0.885;0.697
"Fagundes Varela";"Rio Grande do Sul";Sul;1991;0.473;0.215;0.781;0.629
"Fagundes Varela";"Rio Grande do Sul";Sul;2000;0.633;0.438;0.842;0.687
"Fagundes Varela";"Rio Grande do Sul";Sul;2010;0.763;0.674;0.852;0.773
Farroupilha;"Rio Grande do Sul";Sul;1991;0.560;0.321;0.772;0.708
Farroupilha;"Rio Grande do Sul";Sul;2000;0.691;0.543;0.820;0.740
Farroupilha;"Rio Grande do Sul";Sul;2010;0.777;0.696;0.861;0.783
"Faxinal do Soturno";"Rio Grande do Sul";Sul;1991;0.540;0.360;0.735;0.594
"Faxinal do Soturno";"Rio Grande do Sul";Sul;2000;0.643;0.508;0.788;0.665
"Faxinal do Soturno";"Rio Grande do Sul";Sul;2010;0.720;0.597;0.854;0.732
Faxinalzinho;"Rio Grande do Sul";Sul;1991;0.408;0.201;0.659;0.514
Faxinalzinho;"Rio Grande do Sul";Sul;2000;0.574;0.394;0.762;0.629
Faxinalzinho;"Rio Grande do Sul";Sul;2010;0.666;0.571;0.801;0.646
"Fazenda Vilanova";"Rio Grande do Sul";Sul;1991;0.429;0.181;0.717;0.609
"Fazenda Vilanova";"Rio Grande do Sul";Sul;2000;0.548;0.340;0.757;0.641
"Fazenda Vilanova";"Rio Grande do Sul";Sul;2010;0.698;0.557;0.841;0.726
Feliz;"Rio Grande do Sul";Sul;1991;0.563;0.343;0.761;0.683
Feliz;"Rio Grande do Sul";Sul;2000;0.659;0.504;0.810;0.702
Feliz;"Rio Grande do Sul";Sul;2010;0.750;0.658;0.847;0.758
"Flores da Cunha";"Rio Grande do Sul";Sul;1991;0.523;0.275;0.762;0.682
"Flores da Cunha";"Rio Grande do Sul";Sul;2000;0.674;0.477;0.842;0.762
"Flores da Cunha";"Rio Grande do Sul";Sul;2010;0.754;0.642;0.849;0.786
"Floriano Peixoto";"Rio Grande do Sul";Sul;1991;0.347;0.108;0.719;0.536
"Floriano Peixoto";"Rio Grande do Sul";Sul;2000;0.532;0.328;0.792;0.579
"Floriano Peixoto";"Rio Grande do Sul";Sul;2010;0.663;0.486;0.854;0.701
"Fontoura Xavier";"Rio Grande do Sul";Sul;1991;0.331;0.099;0.734;0.501
"Fontoura Xavier";"Rio Grande do Sul";Sul;2000;0.504;0.283;0.775;0.584
"Fontoura Xavier";"Rio Grande do Sul";Sul;2010;0.661;0.532;0.812;0.668
Formigueiro;"Rio Grande do Sul";Sul;1991;0.454;0.217;0.725;0.593
Formigueiro;"Rio Grande do Sul";Sul;2000;0.579;0.406;0.794;0.602
Formigueiro;"Rio Grande do Sul";Sul;2010;0.682;0.549;0.838;0.690
Forquetinha;"Rio Grande do Sul";Sul;1991;0.467;0.219;0.758;0.613
Forquetinha;"Rio Grande do Sul";Sul;2000;0.553;0.326;0.852;0.609
Forquetinha;"Rio Grande do Sul";Sul;2010;0.683;0.484;0.886;0.743
