Name;State;Region;Ano;IDHM;"IDHM Educacao";"IDHM Longividade";"IDHM Renda"
Barroquinha;Ceará;Nordeste;2000;0.356;0.176;0.597;0.431
Barroquinha;Ceará;Nordeste;2010;0.571;0.505;0.720;0.512
Baturité;Ceará;Nordeste;1991;0.368;0.200;0.537;0.463
Baturité;Ceará;Nordeste;2000;0.488;0.341;0.647;0.526
Baturité;Ceará;Nordeste;2010;0.619;0.548;0.753;0.574
Beberibe;Ceará;Nordeste;1991;0.283;0.087;0.611;0.428
Beberibe;Ceará;Nordeste;2000;0.455;0.267;0.735;0.481
Beberibe;Ceará;Nordeste;2010;0.638;0.571;0.778;0.585
"Bela Cruz";Ceará;Nordeste;1991;0.260;0.085;0.493;0.418
"Bela Cruz";Ceará;Nordeste;2000;0.406;0.244;0.621;0.441
"Bela Cruz";Ceará;Nordeste;2010;0.623;0.598;0.760;0.533
"Boa Viagem";Ceará;Nordeste;1991;0.296;0.115;0.573;0.392
"Boa Viagem";Ceará;Nordeste;2000;0.419;0.231;0.659;0.484
"Boa Viagem";Ceará;Nordeste;2010;0.598;0.504;0.768;0.553
"Brejo Santo";Ceará;Nordeste;1991;0.363;0.155;0.618;0.498
"Brejo Santo";Ceará;Nordeste;2000;0.503;0.321;0.735;0.538
"Brejo Santo";Ceará;Nordeste;2010;0.647;0.592;0.768;0.596
Camocim;Ceará;Nordeste;1991;0.305;0.127;0.512;0.437
Camocim;Ceará;Nordeste;2000;0.462;0.295;0.649;0.515
Camocim;Ceará;Nordeste;2010;0.620;0.578;0.729;0.565
"Campos Sales";Ceará;Nordeste;1991;0.314;0.113;0.617;0.446
"Campos Sales";Ceará;Nordeste;2000;0.471;0.273;0.696;0.550
"Campos Sales";Ceará;Nordeste;2010;0.630;0.556;0.769;0.584
Canindé;Ceará;Nordeste;1991;0.302;0.107;0.587;0.439
Canindé;Ceará;Nordeste;2000;0.448;0.269;0.705;0.475
Canindé;Ceará;Nordeste;2010;0.612;0.526;0.765;0.571
Capistrano;Ceará;Nordeste;1991;0.277;0.086;0.609;0.408
Capistrano;Ceará;Nordeste;2000;0.457;0.313;0.704;0.432
Capistrano;Ceará;Nordeste;2010;0.611;0.593;0.730;0.527
Caridade;Ceará;Nordeste;1991;0.287;0.101;0.572;0.408
Caridade;Ceará;Nordeste;2000;0.421;0.236;0.703;0.451
Caridade;Ceará;Nordeste;2010;0.592;0.505;0.779;0.528
Cariré;Ceará;Nordeste;1991;0.269;0.083;0.572;0.412
Cariré;Ceará;Nordeste;2000;0.416;0.228;0.700;0.452
Cariré;Ceará;Nordeste;2010;0.596;0.526;0.749;0.537
Caririaçu;Ceará;Nordeste;1991;0.245;0.080;0.503;0.365
Caririaçu;Ceará;Nordeste;2000;0.392;0.222;0.619;0.438
Caririaçu;Ceará;Nordeste;2010;0.578;0.483;0.730;0.549
Cariús;Ceará;Nordeste;1991;0.260;0.069;0.623;0.408
Cariús;Ceará;Nordeste;2000;0.438;0.259;0.725;0.448
Cariús;Ceará;Nordeste;2010;0.597;0.519;0.751;0.546
Carnaubal;Ceará;Nordeste;1991;0.250;0.075;0.545;0.380
Carnaubal;Ceará;Nordeste;2000;0.419;0.247;0.629;0.472
Carnaubal;Ceará;Nordeste;2010;0.593;0.513;0.760;0.536
Cascavel;Ceará;Nordeste;1991;0.318;0.119;0.609;0.443
Cascavel;Ceará;Nordeste;2000;0.493;0.302;0.735;0.539
Cascavel;Ceará;Nordeste;2010;0.646;0.578;0.793;0.587
Catarina;Ceará;Nordeste;1991;0.266;0.075;0.574;0.439
Catarina;Ceará;Nordeste;2000;0.412;0.267;0.629;0.416
Catarina;Ceará;Nordeste;2010;0.618;0.560;0.764;0.551
Catunda;Ceará;Nordeste;1991;0.249;0.075;0.579;0.356
Catunda;Ceará;Nordeste;2000;0.427;0.269;0.692;0.418
Catunda;Ceará;Nordeste;2010;0.609;0.587;0.717;0.537
Caucaia;Ceará;Nordeste;1991;0.411;0.217;0.632;0.507
Caucaia;Ceará;Nordeste;2000;0.555;0.400;0.764;0.560
Caucaia;Ceará;Nordeste;2010;0.682;0.632;0.808;0.620
Cedro;Ceará;Nordeste;1991;0.373;0.183;0.579;0.491
Cedro;Ceará;Nordeste;2000;0.473;0.314;0.663;0.508
Cedro;Ceará;Nordeste;2010;0.627;0.553;0.753;0.592
Chaval;Ceará;Nordeste;1991;0.274;0.108;0.493;0.388
Chaval;Ceará;Nordeste;2000;0.398;0.232;0.597;0.456
Chaval;Ceará;Nordeste;2010;0.586;0.536;0.716;0.524
Choró;Ceará;Nordeste;1991;0.246;0.077;0.522;0.371
Choró;Ceará;Nordeste;2000;0.380;0.208;0.647;0.409
Choró;Ceará;Nordeste;2010;0.585;0.523;0.778;0.493
Chorozinho;Ceará;Nordeste;1991;0.253;0.065;0.566;0.442
Chorozinho;Ceará;Nordeste;2000;0.437;0.260;0.665;0.483
Chorozinho;Ceará;Nordeste;2010;0.604;0.522;0.742;0.570
Coreaú;Ceará;Nordeste;1991;0.302;0.104;0.620;0.427
Coreaú;Ceará;Nordeste;2000;0.406;0.221;0.680;0.444
Coreaú;Ceará;Nordeste;2010;0.610;0.568;0.758;0.526
Crateús;Ceará;Nordeste;1991;0.360;0.158;0.617;0.478
Crateús;Ceará;Nordeste;2000;0.503;0.319;0.732;0.546
Crateús;Ceará;Nordeste;2010;0.644;0.550;0.787;0.618
Crato;Ceará;Nordeste;1991;0.444;0.267;0.613;0.533
Crato;Ceará;Nordeste;2000;0.577;0.449;0.714;0.599
Crato;Ceará;Nordeste;2010;0.713;0.673;0.822;0.655
Croatá;Ceará;Nordeste;1991;0.214;0.054;0.527;0.344
Croatá;Ceará;Nordeste;2000;0.372;0.200;0.618;0.415
Croatá;Ceará;Nordeste;2010;0.590;0.544;0.760;0.497
Cruz;Ceará;Nordeste;1991;0.268;0.076;0.578;0.437
Cruz;Ceará;Nordeste;2000;0.435;0.251;0.709;0.464
Cruz;Ceará;Nordeste;2010;0.632;0.586;0.752;0.573
"Deputado Irapuan Pinheiro";Ceará;Nordeste;1991;0.264;0.084;0.532;0.410
"Deputado Irapuan Pinheiro";Ceará;Nordeste;2000;0.449;0.299;0.618;0.491
"Deputado Irapuan Pinheiro";Ceará;Nordeste;2010;0.609;0.562;0.742;0.542
Ererê;Ceará;Nordeste;1991;0.291;0.099;0.600;0.415
Ererê;Ceará;Nordeste;2000;0.433;0.245;0.689;0.482
Ererê;Ceará;Nordeste;2010;0.610;0.547;0.754;0.551
Eusébio;Ceará;Nordeste;1991;0.377;0.180;0.577;0.516
Eusébio;Ceará;Nordeste;2000;0.507;0.344;0.708;0.534
Eusébio;Ceará;Nordeste;2010;0.701;0.621;0.794;0.700
"Farias Brito";Ceará;Nordeste;1991;0.308;0.142;0.503;0.410
"Farias Brito";Ceará;Nordeste;2000;0.447;0.302;0.637;0.463
"Farias Brito";Ceará;Nordeste;2010;0.633;0.605;0.774;0.541
Forquilha;Ceará;Nordeste;1991;0.314;0.119;0.594;0.437
Forquilha;Ceará;Nordeste;2000;0.464;0.282;0.701;0.506
Forquilha;Ceará;Nordeste;2010;0.644;0.602;0.760;0.583
Fortaleza;Ceará;Nordeste;1991;0.546;0.367;0.683;0.650
Fortaleza;Ceará;Nordeste;2000;0.652;0.534;0.744;0.697
Fortaleza;Ceará;Nordeste;2010;0.754;0.695;0.824;0.749
Fortim;Ceará;Nordeste;1991;0.276;0.093;0.548;0.414
Fortim;Ceará;Nordeste;2000;0.480;0.326;0.650;0.523
Fortim;Ceará;Nordeste;2010;0.624;0.588;0.734;0.562
Frecheirinha;Ceará;Nordeste;1991;0.326;0.139;0.580;0.428
Frecheirinha;Ceará;Nordeste;2000;0.450;0.292;0.675;0.461
Frecheirinha;Ceará;Nordeste;2010;0.604;0.536;0.746;0.551
"General Sampaio";Ceará;Nordeste;1991;0.261;0.078;0.573;0.399
"General Sampaio";Ceará;Nordeste;2000;0.392;0.216;0.664;0.421
"General Sampaio";Ceará;Nordeste;2010;0.568;0.449;0.744;0.548
Graça;Ceará;Nordeste;1991;0.149;0.018;0.572;0.319
Graça;Ceará;Nordeste;2000;0.381;0.192;0.700;0.410
Graça;Ceará;Nordeste;2010;0.570;0.477;0.755;0.514
Granja;Ceará;Nordeste;1991;0.250;0.073;0.531;0.402
Granja;Ceará;Nordeste;2000;0.371;0.185;0.660;0.418
Granja;Ceará;Nordeste;2010;0.559;0.453;0.778;0.495
Granjeiro;Ceará;Nordeste;1991;0.266;0.109;0.503;0.344
Granjeiro;Ceará;Nordeste;2000;0.372;0.209;0.619;0.398
Granjeiro;Ceará;Nordeste;2010;0.585;0.526;0.715;0.533
Groaíras;Ceará;Nordeste;1991;0.355;0.177;0.594;0.424
Groaíras;Ceará;Nordeste;2000;0.451;0.275;0.690;0.483
Groaíras;Ceará;Nordeste;2010;0.633;0.598;0.724;0.585
Guaiúba;Ceará;Nordeste;1991;0.333;0.131;0.652;0.432
Guaiúba;Ceará;Nordeste;2000;0.454;0.280;0.725;0.461
Guaiúba;Ceará;Nordeste;2010;0.617;0.560;0.768;0.546
"Guaraciaba do Norte";Ceará;Nordeste;1991;0.301;0.112;0.574;0.424
"Guaraciaba do Norte";Ceará;Nordeste;2000;0.430;0.241;0.693;0.475
"Guaraciaba do Norte";Ceará;Nordeste;2010;0.609;0.528;0.776;0.552
Guaramiranga;Ceará;Nordeste;1991;0.326;0.131;0.643;0.413
Guaramiranga;Ceará;Nordeste;2000;0.500;0.365;0.704;0.487
Guaramiranga;Ceará;Nordeste;2010;0.637;0.610;0.736;0.576
Hidrolândia;Ceará;Nordeste;1991;0.250;0.072;0.579;0.374
Hidrolândia;Ceará;Nordeste;2000;0.424;0.231;0.712;0.463
Hidrolândia;Ceará;Nordeste;2010;0.597;0.499;0.775;0.549
Horizonte;Ceará;Nordeste;1991;0.311;0.107;0.597;0.470
Horizonte;Ceará;Nordeste;2000;0.493;0.307;0.707;0.552
Horizonte;Ceará;Nordeste;2010;0.658;0.610;0.788;0.594
Ibaretama;Ceará;Nordeste;1991;0.272;0.102;0.531;0.373
Ibaretama;Ceará;Nordeste;2000;0.406;0.231;0.659;0.440
Ibaretama;Ceará;Nordeste;2010;0.577;0.489;0.759;0.517
Ibiapina;Ceará;Nordeste;1991;0.284;0.102;0.590;0.379
Ibiapina;Ceará;Nordeste;2000;0.451;0.277;0.695;0.478
Ibiapina;Ceará;Nordeste;2010;0.608;0.525;0.767;0.559
Ibicuitinga;Ceará;Nordeste;1991;0.306;0.124;0.598;0.385
Ibicuitinga;Ceará;Nordeste;2000;0.451;0.281;0.731;0.446
Ibicuitinga;Ceará;Nordeste;2010;0.606;0.571;0.758;0.514
Icapuí;Ceará;Nordeste;1991;0.301;0.097;0.578;0.488
Icapuí;Ceará;Nordeste;2000;0.478;0.338;0.650;0.498
Icapuí;Ceará;Nordeste;2010;0.616;0.541;0.757;0.572
Icó;Ceará;Nordeste;1991;0.299;0.107;0.579;0.431
Icó;Ceará;Nordeste;2000;0.445;0.282;0.633;0.493
Icó;Ceará;Nordeste;2010;0.606;0.536;0.731;0.568
Iguatu;Ceará;Nordeste;1991;0.394;0.182;0.630;0.534
Iguatu;Ceará;Nordeste;2000;0.546;0.386;0.728;0.580
Iguatu;Ceará;Nordeste;2010;0.677;0.599;0.808;0.642
Independência;Ceará;Nordeste;1991;0.326;0.136;0.617;0.413
Independência;Ceará;Nordeste;2000;0.495;0.323;0.732;0.512
Independência;Ceará;Nordeste;2010;0.632;0.592;0.759;0.561
Ipaporanga;Ceará;Nordeste;1991;0.157;0.018;0.579;0.373
Ipaporanga;Ceará;Nordeste;2000;0.409;0.231;0.715;0.413
Ipaporanga;Ceará;Nordeste;2010;0.579;0.506;0.766;0.502
Ipaumirim;Ceará;Nordeste;1991;0.329;0.155;0.578;0.399
Ipaumirim;Ceará;Nordeste;2000;0.444;0.273;0.662;0.485
Ipaumirim;Ceará;Nordeste;2010;0.606;0.491;0.729;0.621
Ipu;Ceará;Nordeste;1991;0.318;0.119;0.630;0.428
Ipu;Ceará;Nordeste;2000;0.473;0.285;0.731;0.508
Ipu;Ceará;Nordeste;2010;0.618;0.532;0.762;0.583
Ipueiras;Ceará;Nordeste;1991;0.241;0.065;0.546;0.395
Ipueiras;Ceará;Nordeste;2000;0.401;0.212;0.675;0.450
Ipueiras;Ceará;Nordeste;2010;0.573;0.479;0.735;0.534
Iracema;Ceará;Nordeste;1991;0.323;0.139;0.589;0.411
Iracema;Ceará;Nordeste;2000;0.499;0.337;0.689;0.534
Iracema;Ceará;Nordeste;2010;0.652;0.632;0.733;0.597
Irauçuba;Ceará;Nordeste;1991;0.314;0.138;0.572;0.394
Irauçuba;Ceará;Nordeste;2000;0.428;0.256;0.700;0.439
Irauçuba;Ceará;Nordeste;2010;0.605;0.557;0.755;0.526
Itaiçaba;Ceará;Nordeste;1991;0.346;0.188;0.548;0.403
Itaiçaba;Ceará;Nordeste;2000;0.496;0.401;0.650;0.469
Itaiçaba;Ceará;Nordeste;2010;0.656;0.642;0.758;0.581
Itaitinga;Ceará;Nordeste;1991;0.320;0.121;0.596;0.456
Itaitinga;Ceará;Nordeste;2000;0.475;0.296;0.708;0.512
Itaitinga;Ceará;Nordeste;2010;0.626;0.548;0.768;0.583
Itapipoca;Ceará;Nordeste;1991;0.332;0.136;0.662;0.405
Itapipoca;Ceará;Nordeste;2000;0.477;0.310;0.722;0.486
Itapipoca;Ceará;Nordeste;2010;0.640;0.613;0.761;0.562
Itapiúna;Ceará;Nordeste;1991;0.318;0.141;0.597;0.383
Itapiúna;Ceará;Nordeste;2000;0.479;0.332;0.722;0.458
Itapiúna;Ceará;Nordeste;2010;0.604;0.542;0.775;0.525
Itarema;Ceará;Nordeste;1991;0.249;0.064;0.578;0.416
Itarema;Ceará;Nordeste;2000;0.389;0.201;0.666;0.440
Itarema;Ceará;Nordeste;2010;0.606;0.558;0.753;0.529
Itatira;Ceará;Nordeste;1991;0.208;0.049;0.512;0.360
Itatira;Ceará;Nordeste;2000;0.362;0.176;0.647;0.415
Itatira;Ceará;Nordeste;2010;0.562;0.463;0.747;0.514
Jaguaretama;Ceará;Nordeste;1991;0.305;0.105;0.648;0.419
Jaguaretama;Ceará;Nordeste;2000;0.445;0.248;0.723;0.492
Jaguaretama;Ceará;Nordeste;2010;0.612;0.535;0.776;0.552
Jaguaribara;Ceará;Nordeste;1991;0.361;0.157;0.648;0.462
Jaguaribara;Ceará;Nordeste;2000;0.468;0.290;0.723;0.489
Jaguaribara;Ceará;Nordeste;2010;0.618;0.559;0.735;0.575
Jaguaribe;Ceará;Nordeste;1991;0.370;0.168;0.648;0.464
Jaguaribe;Ceará;Nordeste;2000;0.518;0.354;0.723;0.543
Jaguaribe;Ceará;Nordeste;2010;0.621;0.543;0.760;0.580
Jaguaruana;Ceará;Nordeste;1991;0.355;0.157;0.638;0.448
Jaguaruana;Ceará;Nordeste;2000;0.498;0.340;0.743;0.490
Jaguaruana;Ceará;Nordeste;2010;0.624;0.548;0.779;0.568
Jardim;Ceará;Nordeste;1991;0.304;0.111;0.635;0.400
Jardim;Ceará;Nordeste;2000;0.439;0.265;0.704;0.453
Jardim;Ceará;Nordeste;2010;0.614;0.542;0.779;0.547
Jati;Ceará;Nordeste;1991;0.327;0.146;0.609;0.392
Jati;Ceará;Nordeste;2000;0.474;0.305;0.707;0.494
Jati;Ceará;Nordeste;2010;0.651;0.634;0.776;0.562
"Jijoca de Jericoacoara";Ceará;Nordeste;1991;0.189;0.030;0.535;0.421
"Jijoca de Jericoacoara";Ceará;Nordeste;2000;0.422;0.227;0.653;0.506
"Jijoca de Jericoacoara";Ceará;Nordeste;2010;0.652;0.625;0.723;0.614
"Juazeiro do Norte";Ceará;Nordeste;1991;0.419;0.225;0.613;0.533
"Juazeiro do Norte";Ceará;Nordeste;2000;0.544;0.390;0.713;0.578
"Juazeiro do Norte";Ceará;Nordeste;2010;0.694;0.642;0.810;0.644
Jucás;Ceará;Nordeste;1991;0.246;0.070;0.561;0.379
Jucás;Ceará;Nordeste;2000;0.441;0.301;0.637;0.448
Jucás;Ceará;Nordeste;2010;0.598;0.511;0.772;0.541
"Lavras da Mangabeira";Ceará;Nordeste;1991;0.336;0.149;0.605;0.419
"Lavras da Mangabeira";Ceará;Nordeste;2000;0.460;0.295;0.715;0.460
"Lavras da Mangabeira";Ceará;Nordeste;2010;0.613;0.515;0.778;0.576
"Limoeiro do Norte";Ceará;Nordeste;1991;0.433;0.247;0.666;0.493
"Limoeiro do Norte";Ceará;Nordeste;2000;0.561;0.403;0.783;0.560
"Limoeiro do Norte";Ceará;Nordeste;2010;0.682;0.623;0.804;0.633
Madalena;Ceará;Nordeste;1991;0.287;0.109;0.587;0.371
Madalena;Ceará;Nordeste;2000;0.443;0.265;0.701;0.468
Madalena;Ceará;Nordeste;2010;0.610;0.545;0.778;0.536
Maracanaú;Ceará;Nordeste;1991;0.420;0.230;0.649;0.495
Maracanaú;Ceará;Nordeste;2000;0.575;0.447;0.760;0.560
Maracanaú;Ceará;Nordeste;2010;0.686;0.665;0.788;0.617
Maranguape;Ceará;Nordeste;1991;0.369;0.179;0.604;0.466
Maranguape;Ceará;Nordeste;2000;0.524;0.372;0.736;0.526
Maranguape;Ceará;Nordeste;2010;0.659;0.618;0.788;0.587
Marco;Ceará;Nordeste;1991;0.306;0.130;0.531;0.416
Marco;Ceará;Nordeste;2000;0.446;0.283;0.654;0.478
Marco;Ceará;Nordeste;2010;0.612;0.553;0.734;0.564
Martinópole;Ceará;Nordeste;1991;0.275;0.109;0.493;0.386
Martinópole;Ceará;Nordeste;2000;0.407;0.256;0.621;0.424
Martinópole;Ceará;Nordeste;2010;0.599;0.522;0.760;0.541
Massapê;Ceará;Nordeste;1991;0.298;0.099;0.572;0.466
Massapê;Ceará;Nordeste;2000;0.423;0.243;0.682;0.456
Massapê;Ceará;Nordeste;2010;0.616;0.554;0.778;0.541
Mauriti;Ceará;Nordeste;1991;0.278;0.089;0.629;0.383
Mauriti;Ceará;Nordeste;2000;0.445;0.245;0.727;0.495
Mauriti;Ceará;Nordeste;2010;0.605;0.526;0.772;0.544
Meruoca;Ceará;Nordeste;1991;0.306;0.131;0.569;0.386
Meruoca;Ceará;Nordeste;2000;0.440;0.268;0.668;0.477
Meruoca;Ceará;Nordeste;2010;0.618;0.554;0.761;0.559
Milagres;Ceará;Nordeste;1991;0.327;0.134;0.615;0.423
Milagres;Ceará;Nordeste;2000;0.450;0.275;0.703;0.472
Milagres;Ceará;Nordeste;2010;0.628;0.569;0.777;0.561
Milhã;Ceará;Nordeste;1991;0.282;0.110;0.586;0.347
Milhã;Ceará;Nordeste;2000;0.466;0.314;0.674;0.479
Milhã;Ceará;Nordeste;2010;0.626;0.558;0.784;0.560
Miraíma;Ceará;Nordeste;1991;0.269;0.098;0.572;0.346
Miraíma;Ceará;Nordeste;2000;0.394;0.225;0.682;0.398
Miraíma;Ceará;Nordeste;2010;0.592;0.523;0.778;0.510
"Missão Velha";Ceará;Nordeste;1991;0.302;0.112;0.587;0.420
"Missão Velha";Ceará;Nordeste;2000;0.444;0.259;0.662;0.509
"Missão Velha";Ceará;Nordeste;2010;0.622;0.552;0.754;0.579
Mombaça;Ceará;Nordeste;1991;0.269;0.086;0.555;0.408
Mombaça;Ceará;Nordeste;2000;0.399;0.200;0.677;0.469
Mombaça;Ceará;Nordeste;2010;0.582;0.489;0.735;0.549
"Monsenhor Tabosa";Ceará;Nordeste;1991;0.306;0.138;0.579;0.358
"Monsenhor Tabosa";Ceará;Nordeste;2000;0.437;0.270;0.715;0.432
"Monsenhor Tabosa";Ceará;Nordeste;2010;0.610;0.538;0.773;0.545
"Morada Nova";Ceará;Nordeste;1991;0.335;0.129;0.664;0.440
"Morada Nova";Ceará;Nordeste;2000;0.485;0.296;0.732;0.528
"Morada Nova";Ceará;Nordeste;2010;0.610;0.525;0.758;0.569
Moraújo;Ceará;Nordeste;1991;0.323;0.140;0.580;0.414
Moraújo;Ceará;Nordeste;2000;0.386;0.209;0.664;0.413
Moraújo;Ceará;Nordeste;2010;0.581;0.516;0.768;0.495
Morrinhos;Ceará;Nordeste;1991;0.296;0.130;0.512;0.389
Morrinhos;Ceará;Nordeste;2000;0.415;0.241;0.654;0.452
Morrinhos;Ceará;Nordeste;2010;0.588;0.511;0.760;0.524
Mucambo;Ceará;Nordeste;1991;0.291;0.111;0.572;0.390
Mucambo;Ceará;Nordeste;2000;0.458;0.289;0.700;0.475
Mucambo;Ceará;Nordeste;2010;0.607;0.541;0.732;0.565
Mulungu;Ceará;Nordeste;1991;0.342;0.137;0.653;0.447
Mulungu;Ceará;Nordeste;2000;0.480;0.306;0.725;0.500
Mulungu;Ceará;Nordeste;2010;0.607;0.534;0.759;0.551
"Nova Olinda";Ceará;Nordeste;1991;0.313;0.132;0.583;0.399
"Nova Olinda";Ceará;Nordeste;2000;0.451;0.269;0.660;0.516
"Nova Olinda";Ceará;Nordeste;2010;0.625;0.554;0.779;0.567
"Nova Russas";Ceará;Nordeste;1991;0.324;0.130;0.591;0.442
"Nova Russas";Ceará;Nordeste;2000;0.459;0.277;0.674;0.519
"Nova Russas";Ceará;Nordeste;2010;0.614;0.524;0.754;0.585
"Novo Oriente";Ceará;Nordeste;1991;0.284;0.094;0.597;0.407
"Novo Oriente";Ceará;Nordeste;2000;0.422;0.235;0.674;0.475
"Novo Oriente";Ceará;Nordeste;2010;0.605;0.526;0.763;0.552
Ocara;Ceará;Nordeste;1991;0.278;0.105;0.566;0.362
Ocara;Ceará;Nordeste;2000;0.434;0.298;0.648;0.423
Ocara;Ceará;Nordeste;2010;0.594;0.519;0.771;0.524
Orós;Ceará;Nordeste;1991;0.366;0.196;0.579;0.431
Orós;Ceará;Nordeste;2000;0.465;0.318;0.663;0.476
Orós;Ceará;Nordeste;2010;0.636;0.557;0.793;0.582
Pacajus;Ceará;Nordeste;1991;0.355;0.150;0.597;0.501
Pacajus;Ceará;Nordeste;2000;0.508;0.354;0.707;0.524
Pacajus;Ceará;Nordeste;2010;0.659;0.596;0.788;0.609
Pacatuba;Ceará;Nordeste;1991;0.385;0.186;0.645;0.476
Pacatuba;Ceará;Nordeste;2000;0.533;0.393;0.743;0.520
Pacatuba;Ceará;Nordeste;2010;0.675;0.652;0.779;0.605
Pacoti;Ceará;Nordeste;1991;0.345;0.143;0.643;0.446
Pacoti;Ceará;Nordeste;2000;0.484;0.322;0.732;0.480
Pacoti;Ceará;Nordeste;2010;0.635;0.580;0.773;0.571
Pacujá;Ceará;Nordeste;1991;0.384;0.177;0.594;0.537
Pacujá;Ceará;Nordeste;2000;0.486;0.299;0.701;0.549
Pacujá;Ceará;Nordeste;2010;0.621;0.571;0.745;0.562
Palhano;Ceará;Nordeste;1991;0.310;0.133;0.638;0.350
Palhano;Ceará;Nordeste;2000;0.492;0.392;0.690;0.441
Palhano;Ceará;Nordeste;2010;0.638;0.628;0.723;0.572
Palmácia;Ceará;Nordeste;1991;0.352;0.145;0.653;0.461
Palmácia;Ceará;Nordeste;2000;0.497;0.370;0.723;0.459
Palmácia;Ceará;Nordeste;2010;0.622;0.551;0.742;0.590
Paracuru;Ceará;Nordeste;1991;0.340;0.155;0.556;0.456
Paracuru;Ceará;Nordeste;2000;0.457;0.299;0.662;0.482
Paracuru;Ceará;Nordeste;2010;0.637;0.581;0.746;0.597
Paraipaba;Ceará;Nordeste;1991;0.357;0.164;0.596;0.467
Paraipaba;Ceará;Nordeste;2000;0.495;0.343;0.725;0.489
Paraipaba;Ceará;Nordeste;2010;0.634;0.602;0.738;0.574
Parambu;Ceará;Nordeste;1991;0.304;0.105;0.625;0.430
Parambu;Ceará;Nordeste;2000;0.387;0.175;0.731;0.452
Parambu;Ceará;Nordeste;2010;0.570;0.460;0.764;0.526
Paramoti;Ceará;Nordeste;1991;0.231;0.059;0.556;0.377
Paramoti;Ceará;Nordeste;2000;0.405;0.235;0.666;0.424
Paramoti;Ceará;Nordeste;2010;0.583;0.518;0.741;0.515
"Pedra Branca";Ceará;Nordeste;1991;0.247;0.073;0.532;0.388
"Pedra Branca";Ceará;Nordeste;2000;0.420;0.226;0.674;0.485
"Pedra Branca";Ceará;Nordeste;2010;0.603;0.521;0.779;0.541
Penaforte;Ceará;Nordeste;1991;0.401;0.255;0.618;0.410
Penaforte;Ceará;Nordeste;2000;0.530;0.403;0.727;0.508
Penaforte;Ceará;Nordeste;2010;0.646;0.626;0.761;0.566
Pentecoste;Ceará;Nordeste;1991;0.307;0.132;0.522;0.419
Pentecoste;Ceará;Nordeste;2000;0.467;0.315;0.659;0.490
Pentecoste;Ceará;Nordeste;2010;0.629;0.604;0.734;0.562
Pereiro;Ceará;Nordeste;1991;0.296;0.116;0.610;0.365
Pereiro;Ceará;Nordeste;2000;0.445;0.280;0.689;0.458
Pereiro;Ceará;Nordeste;2010;0.601;0.534;0.776;0.525
Pindoretama;Ceará;Nordeste;1991;0.318;0.122;0.588;0.447
Pindoretama;Ceará;Nordeste;2000;0.493;0.334;0.687;0.522
Pindoretama;Ceará;Nordeste;2010;0.636;0.588;0.754;0.581
"Piquet Carneiro";Ceará;Nordeste;1991;0.292;0.105;0.593;0.399
"Piquet Carneiro";Ceará;Nordeste;2000;0.427;0.247;0.684;0.462
"Piquet Carneiro";Ceará;Nordeste;2010;0.600;0.523;0.779;0.530
"Pires Ferreira";Ceará;Nordeste;1991;0.241;0.069;0.548;0.368
"Pires Ferreira";Ceará;Nordeste;2000;0.393;0.201;0.675;0.446
"Pires Ferreira";Ceará;Nordeste;2010;0.591;0.526;0.769;0.510
Poranga;Ceará;Nordeste;1991;0.199;0.039;0.548;0.368
Poranga;Ceará;Nordeste;2000;0.401;0.217;0.675;0.440
Poranga;Ceará;Nordeste;2010;0.581;0.500;0.746;0.527
Porteiras;Ceará;Nordeste;1991;0.296;0.107;0.583;0.416
Porteiras;Ceará;Nordeste;2000;0.477;0.312;0.712;0.489
Porteiras;Ceará;Nordeste;2010;0.622;0.592;0.765;0.531
Potengi;Ceará;Nordeste;1991;0.304;0.117;0.605;0.398
Potengi;Ceará;Nordeste;2000;0.396;0.189;0.692;0.475
Potengi;Ceará;Nordeste;2010;0.562;0.441;0.759;0.529
Potiretama;Ceará;Nordeste;1991;0.251;0.068;0.610;0.381
Potiretama;Ceará;Nordeste;2000;0.425;0.245;0.689;0.456
Potiretama;Ceará;Nordeste;2010;0.604;0.538;0.754;0.544
Quiterianópolis;Ceará;Nordeste;1991;0.240;0.077;0.594;0.301
Quiterianópolis;Ceará;Nordeste;2000;0.405;0.197;0.732;0.462
Quiterianópolis;Ceará;Nordeste;2010;0.594;0.518;0.774;0.524
Quixadá;Ceará;Nordeste;1991;0.383;0.190;0.611;0.484
Quixadá;Ceará;Nordeste;2000;0.524;0.374;0.743;0.518
Quixadá;Ceará;Nordeste;2010;0.659;0.624;0.775;0.592
Quixelô;Ceará;Nordeste;1991;0.258;0.067;0.579;0.442
Quixelô;Ceará;Nordeste;2000;0.367;0.157;0.700;0.449
Quixelô;Ceará;Nordeste;2010;0.591;0.520;0.725;0.548
Quixeramobim;Ceará;Nordeste;1991;0.356;0.155;0.627;0.464
Quixeramobim;Ceará;Nordeste;2000;0.482;0.325;0.701;0.492
Quixeramobim;Ceará;Nordeste;2010;0.642;0.567;0.789;0.592
Quixeré;Ceará;Nordeste;1991;0.330;0.127;0.638;0.443
Quixeré;Ceará;Nordeste;2000;0.475;0.305;0.727;0.484
Quixeré;Ceará;Nordeste;2010;0.622;0.556;0.774;0.560
Redenção;Ceará;Nordeste;1991;0.349;0.168;0.597;0.425
Redenção;Ceará;Nordeste;2000;0.478;0.331;0.702;0.470
Redenção;Ceará;Nordeste;2010;0.626;0.577;0.750;0.567
