City;IsCapital;State;StateAbbrev;Region;IDHM;IDHMEducacao;IDHMLongividade;IDHMRenda;PIB;PIBperCapita;Population;Atividade1;Atividade2;Atividade3;QuantityStartups;TotalFundingAmount;Geocode.lon;Geocode.lat
Batatais;0;São Paulo;SP;Sudeste;761;685;840;766;1479439; 24063.75;62508;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;1;0;-47.5853958;-20.8861299
Bauru;0;São Paulo;SP;Sudeste;801;752;854;800;13771753; 37051.72;376818;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Construção;15;1000;-49.0586951;-22.3144590
Birigui;0;São Paulo;SP;Sudeste;780;734;869;743;3146638; 26071.64;123638;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias de transformação;2;0;-50.3436312;-21.2915055
Boituva;0;São Paulo;SP;Sudeste;780;728;861;757;2696866; 46569.95;60997;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;1;0;-47.6802852;-23.2959258
Botucatu;0;São Paulo;SP;Sudeste;800;746;869;790;4290669; 30100.24;146497;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;4;1070937;-48.4441654;-22.8841808
Cajamar;0;São Paulo;SP;Sudeste;728;668;810;713;15003191;202962.50;76801;Comércio e reparação de veículos automotores e motocicletas;Demais serviços;Indústrias de transformação;1;0;-46.8788672;-23.3550047
Campinas;0;São Paulo;SP;Sudeste;805;731;860;829;59053563; 49942.59;1204073;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Indústrias de transformação;44;604420448;-47.0626332;-22.9099384
Carapicuíba;0;São Paulo;SP;Sudeste;749;693;842;721;5494357; 13854.10;400927;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;4;0;-46.8411243;-23.5239623
Catanduva;0;São Paulo;SP;Sudeste;785;740;853;767;3974659; 32932.52;121862;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;1;0;-48.9777194;-21.1312077
Cerqueira César;0;São Paulo;SP;Sudeste;729;666;821;710;753006; 38625.59;19985;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;3;4142069;-46.6687592;-23.5593967
Colômbia;0;São Paulo;SP;Sudeste;710;647;802;689;358220; 57545.34;6210;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Indústrias de transformação;1;0;-48.6870478;-20.1768740
Cotia;0;São Paulo;SP;Sudeste;780;707;851;789;11573369; 48678.74;249210;Demais serviços;Indústrias de transformação;Comércio e reparação de veículos automotores e motocicletas;1;0;-46.9194693;-23.6026684
Cravinhos;0;São Paulo;SP;Sudeste;756;683;857;737;1035236; 29876.08;35292;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;1;0;-47.7353635;-21.3419488
Cubatão;0;São Paulo;SP;Sudeste;737;681;821;716;12336913; 95822.18;130705;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;1;0;-46.4244141;-23.8916151
Diadema;0;São Paulo;SP;Sudeste;757;716;844;717;13412703; 32097.86;423884;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;1;0;-46.6203412;-23.6816587
Dracena;0;São Paulo;SP;Sudeste;776;737;842;752;1166835; 25188.56;46793;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Administração, defesa, educação e saúde públicas e seguridade social;1;0;-51.5384741;-21.4906642
Ferraz de Vasconcelos;0;São Paulo;SP;Sudeste;738;703;828;691;2989860; 15830.42;194276;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;1;0;-46.3635823;-23.5289582
Franca;0;São Paulo;SP;Sudeste;780;753;842;749;9409310; 27097.66;353187;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Administração, defesa, educação e saúde públicas e seguridade social;6;0;-47.4013255;-20.5393335
Garça;0;São Paulo;SP;Sudeste;769;728;849;737;1159125; 25999.84;44390;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;1;0;-49.6555394;-22.2131635
Guaratinguetá;0;São Paulo;SP;Sudeste;798;751;886;764;5277694; 43828.48;121798;Demais serviços;Indústrias de transformação;Comércio e reparação de veículos automotores e motocicletas;1;0;-45.1859219;-22.8036913
Guariba;0;São Paulo;SP;Sudeste;719;645;811;712;889457; 22680.97;40105;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;1;0;-48.2282860;-21.3601633
Guarujá;0;São Paulo;SP;Sudeste;751;679;854;729;8589741; 27220.37;320459;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias de transformação;1;0;-46.2568678;-23.9948444
Guarulhos;0;São Paulo;SP;Sudeste;763;717;831;746;55743650; 41318.74;1379182;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Indústrias de transformação;9;31440;-46.5336521;-23.4543148
Ibiúna;0;São Paulo;SP;Sudeste;710;614;832;700;1632767; 21050.04;78878;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;1;0;-47.2113267;-23.6583241
Ilhabela;0;São Paulo;SP;Sudeste;756;693;843;739;6153610;184493.91;34970;Indústrias extrativas;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;1;160000;-45.3664809;-23.8158392
Indaiatuba;0;São Paulo;SP;Sudeste;788;738;837;791;13489932; 56301.42;251627;Demais serviços;Indústrias de transformação;Comércio e reparação de veículos automotores e motocicletas;4;732000;-47.2079557;-23.0881998
Itapecerica da Serra;0;São Paulo;SP;Sudeste;742;687;852;699;3281942; 19200.84;175693;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;1;0;-46.8525874;-23.7153615
Itapetininga;0;São Paulo;SP;Sudeste;763;705;864;728;4458857; 27855.67;163901;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;1;0;-48.0487846;-23.5890950
Itapeva;0;São Paulo;SP;Sudeste;732;697;803;702;2371573; 25345.44;94354;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;1;0;-48.8768997;-23.9793102
Itapevi;0;São Paulo;SP;Sudeste;735;677;855;687;11597557; 50533.58;237700;Demais serviços;Indústrias de transformação;Comércio e reparação de veículos automotores e motocicletas;1;0;-46.9331962;-23.5492651
Itapira;0;São Paulo;SP;Sudeste;762;692;852;750;3457944; 46827.69;74773;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;2;0;-46.8228786;-22.4362174
Itaquaquecetuba;0;São Paulo;SP;Sudeste;714;648;844;665;6932298; 19221.30;370821;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias de transformação;1;0;-46.3494828;-23.4849456
Itu;0;São Paulo;SP;Sudeste;773;692;854;782;7572821; 44504.91;173939;Demais serviços;Indústrias de transformação;Comércio e reparação de veículos automotores e motocicletas;2;0;-47.2996733;-23.2639992
Itupeva;0;São Paulo;SP;Sudeste;762;699;844;750;6124416;107387.50;61252;Indústrias de transformação;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;1;20000000;-47.0524585;-23.1550145
Jaboticabal;0;São Paulo;SP;Sudeste;778;710;851;778;2752005; 35944.33;77263;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Administração, defesa, educação e saúde públicas e seguridade social;3;2030390;-48.3256762;-21.2525138
Jaguariúna;0;São Paulo;SP;Sudeste;784;715;862;782;11346028;209320.86;57488;Demais serviços;Indústrias de transformação;Comércio e reparação de veículos automotores e motocicletas;1;0;-46.9855088;-22.7042272
Jandira;0;São Paulo;SP;Sudeste;760;706;841;738;4028508; 33158.63;124937;Demais serviços;Indústrias de transformação;Comércio e reparação de veículos automotores e motocicletas;1;0;-46.9027629;-23.5280281
Jarinu;0;São Paulo;SP;Sudeste;733;659;826;723;2251523; 78890.07;30044;Comércio e reparação de veículos automotores e motocicletas;Demais serviços;Indústrias de transformação;1;0;-46.7284610;-23.1043447
Jaú;0;São Paulo;SP;Sudeste;778;693;886;768;4560371; 31163.28;150252;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Administração, defesa, educação e saúde públicas e seguridade social;2;0;-48.5755491;-22.3027500
Jundiaí;0;São Paulo;SP;Sudeste;822;768;866;834;41227953;100679.50;418962;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Indústrias de transformação;15;562000;-46.8978057;-23.1857076
Leme;0;São Paulo;SP;Sudeste;744;665;851;729;2978265; 29434.15;103391;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;1;20000;-47.3978157;-22.1892464
Lençóis Paulista;0;São Paulo;SP;Sudeste;764;717;837;743;2569703; 38248.16;68432;Demais serviços;Indústrias de transformação;Comércio e reparação de veículos automotores e motocicletas;1;0;-48.7923120;-22.5988166
Limeira;0;São Paulo;SP;Sudeste;775;719;852;761;12154751; 40393.18;306114;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;3;6206318;-47.4097539;-22.5837903
Lins;0;São Paulo;SP;Sudeste;786;733;869;762;3573980; 46402.67;78013;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;1;0;-49.7597883;-21.6914280
Lorena;0;São Paulo;SP;Sudeste;766;713;856;736;2439667; 27729.79;88706;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;1;0;-45.1201112;-22.7338724
Magda;0;São Paulo;SP;Sudeste;753;717;823;724;106567; 33459.05;3119;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;1;478236;-50.2250411;-20.6427648
Marília;0;São Paulo;SP;Sudeste;798;776;854;768;7719607; 32816.72;238882;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Administração, defesa, educação e saúde públicas e seguridade social;6;8700000;-49.9505291;-22.2175846
Martinópolis;0;São Paulo;SP;Sudeste;721;641;832;703;462852; 17718.19;26461;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;1;0;-51.1721032;-22.1495075
Mauá;0;São Paulo;SP;Sudeste;766;733;852;721;16286409; 35251.59;472912;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;3;711393236;-46.4599145;-23.6665580
Mogi das Cruzes;0;São Paulo;SP;Sudeste;783;740;851;762;14470623; 33350.06;445842;Demais serviços;Indústrias de transformação;Comércio e reparação de veículos automotores e motocicletas;5;0;-46.2167465;-23.5393228
Mogi Guaçu;0;São Paulo;SP;Sudeste;774;736;852;740;5557420; 37199.26;151888;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;2;0;-46.9432454;-22.3679387
Nova Odessa;0;São Paulo;SP;Sudeste;791;762;861;755;3175071; 54529.18;60174;Demais serviços;Indústrias de transformação;Comércio e reparação de veículos automotores e motocicletas;1;0;-47.3007811;-22.7853126
Olímpia;0;São Paulo;SP;Sudeste;773;724;867;737;2072343; 38350.45;54772;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;2;0;-48.9110606;-20.7371116
Osasco;0;São Paulo;SP;Sudeste;776;718;840;776;77910496;111637.85;698418;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Administração, defesa, educação e saúde públicas e seguridade social;9;0;-46.7962319;-23.5372048
Ourinhos;0;São Paulo;SP;Sudeste;778;727;859;753;2999648; 26827.36;113542;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;1;0;-49.8699377;-22.9798796
Panorama;0;São Paulo;SP;Sudeste;722;639;814;724;270175; 17297.86;15777;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;1;0;-51.8566660;-21.3544405
Paulínia;0;São Paulo;SP;Sudeste;795;727;864;800;35346490;344847.17;109424;Indústrias de transformação;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;2;0;-47.1742810;-22.7409594
Pedreira;0;São Paulo;SP;Sudeste;769;701;864;750;1128534; 24218.51;47919;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;1;0;-46.8959302;-22.7411989
Piracicaba;0;São Paulo;SP;Sudeste;785;717;848;797;21896872; 55111.15;404142;Demais serviços;Indústrias de transformação;Comércio e reparação de veículos automotores e motocicletas;13;5730881;-47.6478542;-22.7355889
Pirapozinho;0;São Paulo;SP;Sudeste;776;733;863;740;962053; 35603.90;27527;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;1;0;-51.5002318;-22.2756953
Pirassununga;0;São Paulo;SP;Sudeste;801;736;884;789;2605700; 34524.48;76409;Demais serviços;Indústrias de transformação;Comércio e reparação de veículos automotores e motocicletas;1;0;-47.4233503;-21.9936139
Presidente Prudente;0;São Paulo;SP;Sudeste;806;774;858;788;7806813; 34655.21;228743;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Administração, defesa, educação e saúde públicas e seguridade social;5;0;-51.3889736;-22.1373112
Quadra;0;São Paulo;SP;Sudeste;678;541;822;700;88900; 24157.62;3804;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;1;0;-48.0550724;-23.2999171
Ribeirão Pires;0;São Paulo;SP;Sudeste;784;760;847;749;3046465; 25002.17;123393;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;1;0;-46.4042434;-23.7081651
